date,tournament,home_team,away_team,home_goals,away_goals,goal_diff,home_win,overall_diff,age_diff,balance_diff,player_pool_diff,rank_advantage,points_diff
2014-10-14,Friendly,Japan,Brazil,0,4,-4,0,-8.622399088302338,-0.643096095875304,0.882366079473571,-343.0,-13.0,-156.79999999999995
2014-10-14,UEFA Euro qualification,Poland,Scotland,2,2,0,0,1.1897131552917912,0.7781206726013856,-0.2974341382043413,37.0,20.0,51.23000000000002
2014-10-14,Friendly,Qatar,Australia,1,0,1,1,1.5756240822320038,-2.646108663729809,-3.4096342444476684,-221.0,-10.0,-67.23000000000002
2014-10-14,Friendly,Saudi Arabia,Lebanon,1,1,0,0,-1.5118541033434667,2.452279635258357,0.4349806992595626,324.0,60.0,263.65999999999985
2014-10-14,UEFA Euro qualification,Serbia,Albania,0,3,-3,0,4.186466165413535,0.7278195488721799,-1.7974151312955788,98.0,34.0,131.41000000000008
2014-10-15,African Cup of Nations qualification,Cameroon,Sierra Leone,2,0,2,1,2.0956072351421113,0.1253229974160206,2.3813818817827457,77.0,71.0,309.06999999999994
2014-10-15,African Cup of Nations qualification,Ghana,Guinea,3,1,2,1,-1.9993162393162436,-1.0588034188034179,-0.4175953462564159,92.0,13.0,56.450000000000045
2014-10-15,African Cup of Nations qualification,Tunisia,Senegal,1,0,1,1,-0.23780945236309492,2.1147786946736673,-2.1987726747241023,-98.0,-22.0,-129.27999999999997
2014-11-06,Friendly,Saudi Arabia,Palestine,2,0,2,1,-2.1618541033434653,0.2522796352583576,0.07584678476744333,325.0,40.0,200.04999999999995
2014-11-12,Friendly,Argentina,Croatia,2,1,1,1,-1.3075913866045568,0.9509911108998423,-1.120664207767386,856.0,11.0,165.94000000000005
2014-11-12,Friendly,Belgium,Iceland,3,1,2,1,2.001248612652603,-1.7858629300776911,1.4265903636897965,219.0,65.0,418.96000000000004
2014-11-12,Friendly,Netherlands,Mexico,2,3,-1,0,2.4133838383838366,-0.8998057498057506,-0.13222293117267814,69.0,10.0,123.40000000000009
2014-11-12,Friendly,Turkey,Brazil,0,4,-4,0,-3.682261777800349,-2.0809803124947095,0.8261706983629269,-521.0,-37.0,-310.4799999999998
2014-11-13,Friendly,Morocco,Benin,6,1,5,1,1.6538461538461604,-1.0164835164835146,0.720936378896182,64.0,77.0,415.26
2014-11-13,Gulf Cup,Saudi Arabia,Qatar,1,1,0,0,-3.245187436676794,3.5856129685916898,3.2514240164985755,323.0,-22.0,-72.75999999999999
2014-11-13,Friendly,Uruguay,Costa Rica,3,3,0,0,-0.1780482307865725,-0.22064457967094953,0.6840928270658768,124.0,38.0,243.46000000000004
2014-11-14,Friendly,France,Albania,1,1,0,0,1.0291557113643108,-0.05074496056091249,-0.02620243359656449,943.0,64.0,479.4200000000001
2014-11-14,UEFA Euro qualification,Georgia,Poland,0,4,-4,0,2.9113621135254135,-0.908873360773427,-1.4454619506704098,-306.0,-42.0,-162.1199999999999
2014-11-14,UEFA Euro qualification,Germany,Gibraltar,4,0,4,1,1.900877192982449,-5.7973684210526315,6.877569700795136,1138.0,185.0,849.88
2014-11-14,Friendly,Japan,Honduras,6,0,6,1,-7.573232737411836,-0.8195834016729542,3.3524608033435523,456.0,61.0,317.3299999999999
2014-11-14,UEFA Euro qualification,Portugal,Armenia,1,0,1,1,3.5994550408719306,-0.809848189957183,-1.221795835492843,353.0,89.0,510.6400000000001
2014-11-14,UEFA Euro qualification,Serbia,Denmark,1,3,-2,0,7.134360467643091,1.049371984875485,-2.108612215369833,-213.0,-11.0,-100.61999999999989
2014-11-15,African Cup of Nations qualification,Egypt,Senegal,0,1,-1,0,1.6664244186046488,2.203488372093023,-2.3178232420600153,-97.0,-17.0,-121.0
2014-11-15,UEFA Euro qualification,England,Slovenia,3,1,2,1,-5.191599811231718,-2.4803680981595093,0.3198517976743336,1565.0,48.0,355.20000000000005
2014-11-15,UEFA Euro qualification,Spain,Belarus,3,0,3,1,-0.8386217424490212,-4.343583033475085,2.6059117988607134,1010.0,96.0,615.8900000000001
2014-11-15,UEFA Euro qualification,Switzerland,Lithuania,4,0,4,1,-0.255007153075816,-0.4442060085836914,1.3727639328228278,221.0,120.0,553.4399999999998
2014-11-15,African Cup of Nations qualification,Uganda,Ghana,1,0,1,1,-4.0106837606837615,1.1688034188034173,0.8524978282204598,-113.0,-31.0,-138.28999999999996
2014-11-16,UEFA Euro qualification,Belgium,Wales,0,0,0,0,3.85168579626972,-1.0334469153515045,0.572815077312482,149.0,24.0,251.03999999999996
2014-11-16,UEFA Euro qualification,Italy,Croatia,1,1,0,0,-2.1071867357132135,0.6378730293600938,-0.4566080120987053,690.0,2.0,12.980000000000018
2014-11-16,Friendly,Morocco,Zimbabwe,2,1,1,1,3.1083916083916137,-0.7762237762237767,-0.620422180672306,67.0,115.0,543.29
2014-11-16,UEFA Euro qualification,Netherlands,Latvia,6,0,6,1,0.6320346320346317,-4.114885114885116,1.7081857838979282,422.0,130.0,662.53
2014-11-18,Friendly,Austria,Brazil,1,2,-1,0,-6.444192377495469,-2.6930904848327692,1.058785559448368,-546.0,-17.0,-194.04999999999995
2014-11-18,Friendly,Belarus,Mexico,3,2,1,1,5.130555555555546,4.62777777777778,-2.4364147928738493,-351.0,-82.0,-415.3299999999999
2014-11-18,Friendly,Chile,Uruguay,1,2,-1,0,1.418875816993463,2.6011503267973843,-1.9441822577112173,222.0,-32.0,-223.6500000000001
2014-11-18,Friendly,France,Sweden,1,0,1,1,2.775429003289773,-0.4845958922379303,0.6458077016554853,610.0,27.0,332.72
2014-11-18,Friendly,Greece,Serbia,0,2,-2,0,-1.6272824919441433,-0.9951664876476904,0.9660575041357529,-35.0,-22.0,-50.950000000000045
2014-11-18,Friendly,Japan,Australia,2,1,1,1,-0.4847881423593208,2.2522566525459524,0.2927437061993228,242.0,6.0,57.51999999999998
2014-11-18,Friendly,Panama,Canada,0,0,0,0,1.6329545454545524,0.5215909090909108,-1.4574327398960945,-39.0,5.0,7.889999999999873
2014-11-18,Friendly,Portugal,Argentina,1,0,1,1,2.8336519320636455,-0.6710621055752419,-0.6384095935206657,-598.0,-7.0,-125.81999999999994
2014-11-18,Friendly,Romania,Denmark,2,0,2,1,5.419565004408739,2.364651709611053,-2.186474262441645,-287.0,-24.0,-132.81999999999994
2014-11-18,Friendly,Scotland,England,1,3,-2,0,-0.2032719836400787,0.5337014314928439,-0.013067115368062154,-1330.0,-44.0,-339.96000000000004
2014-11-18,Friendly,Spain,Germany,0,1,-1,0,4.038278842346301,1.009340943133104,-0.4383245686010957,-121.0,10.0,149.6500000000001
2014-11-19,African Cup of Nations qualification,Ghana,Togo,3,1,2,1,-4.2393162393162385,-4.418803418803417,2.494568224384508,109.0,56.0,222.54999999999995
2014-11-19,African Cup of Nations qualification,Tunisia,Egypt,2,1,1,1,-1.9042338709677438,-0.08870967741935587,0.11905056733591302,-1.0,-5.0,-8.279999999999973
2014-11-26,Gulf Cup,Saudi Arabia,Qatar,1,2,-1,0,-3.245187436676794,3.5856129685916898,3.2514240164985755,323.0,-22.0,-72.75999999999999
2014-12-27,Friendly,Qatar,Estonia,3,0,3,1,-0.4166666666666714,-5.333333333333332,-2.087031461090745,-2.0,89.0,357.5899999999999
2015-01-09,AFC Asian Cup,Australia,Kuwait,4,1,3,1,-3.242290748898675,-3.1872246696035234,-1.158102453348664,225.0,112.0,472.8699999999999
2015-01-09,Friendly,Senegal,Gabon,1,0,1,1,-2.197674418604649,-0.4534883720930232,-0.8378247159677414,117.0,64.0,334.8899999999999
2015-01-10,Friendly,Cameroon,South Africa,1,1,0,0,0.31350045303533136,-1.5081546360616152,1.821738502605541,9.0,6.0,43.319999999999936
2015-01-10,AFC Asian Cup,Saudi Arabia,China PR,0,1,-1,0,-6.51185410334346,-2.047720364741643,0.5513079972756456,299.0,31.0,163.78999999999996
2015-01-11,Friendly,Tunisia,Algeria,1,1,0,0,-2.882852292020374,0.6174306734578359,-1.489960807699294,-26.0,5.0,19.929999999999836
2015-01-12,AFC Asian Cup,Japan,Palestine,4,0,4,1,-0.977078891257996,1.565031982942429,0.526800718915859,465.0,78.0,397.55999999999995
2015-01-13,Friendly,Senegal,Guinea,5,2,3,1,-0.45767441860465397,0.40651162790697626,-0.23655341784487494,104.0,58.0,298.53999999999996
2015-01-16,Friendly,Canada,Iceland,1,2,-1,0,-2.0397941680960656,-0.38833619210977943,-0.6953054026020116,2.0,31.0,141.18000000000006
2015-01-16,AFC Asian Cup,Iraq,Japan,0,1,-1,0,5.504856669035767,-0.5650319829424291,-2.275767023865596,-460.0,-37.0,-195.74
2015-01-18,AFC Asian Cup,Uzbekistan,Saudi Arabia,3,1,2,1,7.311854103343471,2.347720364741644,1.7818223419989918,-324.0,-5.0,-33.88999999999987
2015-01-19,Friendly,Canada,Iceland,1,1,0,0,-2.0397941680960656,-0.38833619210977943,-0.6953054026020116,2.0,31.0,141.18000000000006
2015-01-19,African Cup of Nations,Ghana,Senegal,1,2,-1,0,-1.5416418207115896,-1.4653150467103941,-0.181041928411541,-12.0,-45.0,-242.08999999999992
2015-01-20,African Cup of Nations,Mali,Cameroon,1,1,0,0,-0.2163801820020126,-0.41759352881698675,-1.9221350615523702,-40.0,-2.0,-1.7300000000000182
2015-01-22,AFC Asian Cup,Australia,China PR,2,0,2,1,-4.8422907488986695,-2.987224669603524,0.7095182252247385,197.0,63.0,303.78
2015-01-22,African Cup of Nations,Zambia,Tunisia,1,2,-1,0,-4.207373271889402,-5.161290322580644,3.7067511130101805,-24.0,-51.0,-244.51999999999998
2015-01-23,African Cup of Nations,Ghana,Algeria,1,0,1,1,-4.1866846603688685,-2.9626630679262256,0.5277699386132673,60.0,-18.0,-92.88000000000011
2015-01-23,African Cup of Nations,South Africa,Senegal,1,1,0,0,-0.964663243733014,1.0314104500151018,-1.4104028056840052,-52.0,-38.0,-208.18999999999983
2015-01-24,African Cup of Nations,Cameroon,Guinea,1,1,0,0,-1.1088372093023366,-0.0702325581395371,0.17478227907666088,61.0,26.0,133.67000000000007
2015-01-27,African Cup of Nations,Senegal,Algeria,0,2,-2,0,-2.645042839657279,-1.4973480212158314,0.7088118670248083,72.0,27.0,149.2099999999998
2015-01-27,African Cup of Nations,South Africa,Ghana,1,2,-1,0,0.5769785769785756,2.496725496725496,-1.2293608772724642,-40.0,7.0,33.90000000000009
2015-01-31,African Cup of Nations,Equatorial Guinea,Tunisia,2,1,1,1,-0.7311827956989276,-1.6612903225806441,0.10199893409268057,-25.0,-47.0,-233.55999999999995
2015-02-01,African Cup of Nations,Ghana,Guinea,3,0,3,1,-1.9993162393162436,-1.0588034188034179,-0.4175953462564159,92.0,13.0,56.450000000000045
2015-02-05,African Cup of Nations,Equatorial Guinea,Ghana,0,3,-3,0,0.5726495726495671,1.9188034188034173,-1.9157318122198808,-111.0,-24.0,-120.75
2015-03-25,Friendly,Germany,Australia,2,2,0,0,3.1431679418811242,-0.11014375144910815,0.9646043422783244,913.0,11.0,114.73000000000002
2015-03-26,Friendly,France,Brazil,1,3,-2,0,-3.609021628537178,-2.5731587536643588,1.8588763597345457,166.0,3.0,69.30000000000018
2015-03-26,Friendly,Qatar,Algeria,1,0,1,1,-6.6140350877193015,-4.87719298245614,-3.2051245584760424,-51.0,12.0,29.929999999999836
2015-03-27,UEFA Euro qualification,England,Lithuania,4,0,4,1,-1.0133946830265828,-0.5803680981595107,0.22899097177687544,1618.0,131.0,711.5999999999999
2015-03-27,Kirin Challenge Cup,Japan,Tunisia,2,0,2,1,-5.791595020290252,-0.5962583396382151,1.9872141998702428,438.0,23.0,134.75
2015-03-27,UEFA Euro qualification,Spain,Ukraine,1,0,1,1,-0.10166029120186693,-0.8084356411848326,0.5197885704483163,970.0,22.0,268.4200000000001
2015-03-27,UEFA Euro qualification,Switzerland,Estonia,3,0,3,1,-0.9216738197424874,-2.9442060085836914,3.476473814740624,225.0,108.0,507.6299999999999
2015-03-28,UEFA Euro qualification,Belgium,Cyprus,5,0,5,1,5.641042780748663,1.8933823529411775,0.3143168318240068,261.0,121.0,635.6600000000001
2015-03-28,UEFA Euro qualification,Croatia,Norway,5,1,4,1,6.034355456373802,0.9546243491197615,1.4131769100785858,-224.0,38.0,234.82999999999993
2015-03-28,Friendly,Ghana,Senegal,1,2,-1,0,-1.5416418207115896,-1.4653150467103941,-0.181041928411541,-12.0,-45.0,-242.08999999999992
2015-03-28,UEFA Euro qualification,Israel,Wales,0,3,-3,0,6.922764227642276,1.9065040650406502,-2.6970714457371034,-111.0,-48.0,-208.86000000000013
2015-03-28,Friendly,Morocco,Uruguay,0,1,-1,0,0.1767219708396226,-1.3549522373051772,-0.12215769348873096,-75.0,-3.0,-43.710000000000036
2015-03-28,UEFA Euro qualification,Netherlands,Turkey,1,1,0,0,0.8475476413620697,-1.099175738350997,-0.011988488570992217,138.0,35.0,283.3799999999999
2015-03-29,Friendly,Brazil,Chile,1,0,1,1,-0.00067980295565917,-1.5172052545155985,1.3103480510012773,437.0,38.0,296.1099999999999
2015-03-29,Friendly,France,Denmark,2,0,2,1,3.9770500135938676,0.2708074754423926,-0.33739951767081866,632.0,19.0,247.3900000000001
2015-03-29,UEFA Euro qualification,Georgia,Germany,0,2,-2,0,1.0668647425014228,0.11994906621392332,-1.7104694761833894,-1109.0,-57.0,-324.6099999999999
2015-03-29,UEFA Euro qualification,Republic of Ireland,Poland,1,1,0,0,-3.9820392943805203,-0.540806523920331,0.3254697592181852,80.0,-30.0,-119.69000000000005
2015-03-29,UEFA Euro qualification,Portugal,Serbia,2,1,1,1,0.15584601831554323,-0.1519534531150768,0.47082605914610465,234.0,24.0,234.52999999999997
2015-03-30,Friendly,Qatar,Slovenia,1,0,1,1,-3.9282051282051356,-4.733333333333331,-4.0998805171110835,-59.0,18.0,47.0
2015-03-30,Friendly,Thailand,Cameroon,2,3,-1,0,-8.651162790697668,-3.0697674418604635,1.6566781377470399,-84.0,-50.0,-239.91000000000008
2015-03-31,Friendly,China PR,Tunisia,1,1,0,0,-0.4645161290322619,0.13870967741935658,0.9849522684461816,-1.0,-46.0,-226.54999999999995
2015-03-31,Friendly,Ghana,Mali,1,1,0,0,-0.6740988480118943,-0.570977331846894,1.3297574362192934,71.0,-11.0,-75.49000000000001
2015-03-31,UEFA Euro qualification,Israel,Belgium,0,1,-1,0,3.0710784313725554,2.9399509803921546,-3.2698865230495855,-260.0,-72.0,-459.9000000000001
2015-03-31,Friendly,Italy,England,1,1,0,0,3.8962691093928825,1.699892503666394,0.261235066758986,-831.0,-6.0,-97.97000000000003
2015-03-31,Friendly,Japan,Uzbekistan,5,1,4,1,-6.127078891258002,-1.0349680170575724,-1.3308684078505761,464.0,43.0,231.39999999999986
2015-03-31,Friendly,Netherlands,Spain,2,0,2,1,-1.878549974722688,-1.1840004941084459,-0.30171993715954226,-590.0,-4.0,-77.16000000000008
2015-03-31,Friendly,Panama,Costa Rica,2,1,1,1,-3.9676724137931103,-0.5323275862068968,-1.518642551070175,-13.0,14.0,32.8599999999999
2015-05-25,COSAFA Cup,Ghana,Madagascar,1,2,-1,0,0.010683760683761534,-4.918803418803417,1.9642237384996886,113.0,41.0,177.58999999999992
2015-05-27,COSAFA Cup,Zambia,Ghana,3,0,3,1,-2.9035409035409074,-1.5811965811965827,1.6890203666976191,-110.0,-28.0,-131.71000000000004
2015-05-31,Friendly,Northern Ireland,Qatar,1,1,0,0,-1.8565891472868188,3.891472868217054,4.461668348261043,80.0,-40.0,-162.73000000000002
2015-06-03,Friendly,Panama,Ecuador,1,1,0,0,-4.826013513513516,-1.2415540540540526,-1.004302311017911,-21.0,-8.0,-27.8900000000001
2015-06-05,Friendly,Scotland,Qatar,1,0,1,1,-1.4666666666666615,2.7866666666666653,4.406665199417354,294.0,-14.0,-31.75999999999999
2015-06-06,Friendly,Burkina Faso,Cameroon,2,3,-1,0,0.8488372093023315,0.5016611295681095,0.2179452912521187,-72.0,-16.0,-83.30999999999995
2015-06-06,Friendly,Colombia,Costa Rica,1,0,1,1,-3.97780754892824,-0.9563140726933845,0.8626307095030743,563.0,40.0,257.6299999999999
2015-06-06,Friendly,Ecuador,Panama,4,0,4,1,4.826013513513516,1.2415540540540526,1.004302311017911,21.0,8.0,27.8900000000001
2015-06-07,Friendly,Brazil,Mexico,2,0,2,1,5.248097974822116,2.280350301039956,-0.9464051409646128,452.0,12.0,150.5
2015-06-07,Friendly,Croatia,Gibraltar,4,0,4,1,5.073394495412842,-5.0183486238532105,7.640906507712251,107.0,186.0,865.17
2015-06-07,Friendly,France,Belgium,3,4,-1,0,-0.8092896667869525,0.7415869722121968,-0.15155097502724502,706.0,4.0,82.47000000000003
2015-06-07,Friendly,Republic of Ireland,England,0,0,0,0,-2.9955981227288078,0.7710155801738985,0.014968505645781782,-1213.0,-54.0,-408.4200000000001
2015-06-07,Friendly,Serbia,Azerbaijan,4,1,3,1,6.1578947368420955,0.41353383458646675,1.1796047631784612,126.0,79.0,327.02
2015-06-08,Friendly,Denmark,Montenegro,2,1,1,1,-5.09075144508671,-0.55583815028902,1.8849050278556065,321.0,52.0,262.5
2015-06-08,Friendly,Ghana,Togo,1,0,1,1,-4.2393162393162385,-4.418803418803417,2.494568224384508,109.0,56.0,222.54999999999995
2015-06-10,Friendly,Brazil,Honduras,1,0,1,1,1.049166350890502,-0.17648730579765015,2.4700947238699813,799.0,74.0,474.1299999999999
2015-06-10,Friendly,Switzerland,Liechtenstein,3,0,3,1,-1.1716738197424874,0.38912732474964074,-0.47716735541701816,230.0,184.0,818.2699999999999
2015-06-11,Copa America,Chile,Ecuador,2,0,2,1,0.382486486486485,1.671279279279279,-0.7457491905930764,338.0,-16.0,-40.940000000000055
2015-06-11,Kirin Challenge Cup,Japan,Iraq,4,0,4,1,-5.504856669035767,0.5650319829424291,2.275767023865596,460.0,37.0,195.74
2015-06-11,FIFA World Cup qualification,Saudi Arabia,Palestine,3,2,1,1,-2.1618541033434653,0.2522796352583576,0.07584678476744333,325.0,40.0,200.04999999999995
2015-06-11,Friendly,Spain,Costa Rica,2,1,1,1,0.28398362153563994,-1.1328550641264243,1.1661607673074137,990.0,46.0,365.98
2015-06-12,UEFA Euro qualification,Croatia,Italy,1,1,0,0,2.1071867357132135,-0.6378730293600938,0.4566080120987053,-690.0,-2.0,-12.980000000000018
2015-06-12,UEFA Euro qualification,Latvia,Netherlands,0,2,-2,0,-0.6320346320346317,4.114885114885116,-1.7081857838979282,-422.0,-130.0,-662.53
2015-06-12,Copa America,Mexico,Bolivia,0,0,0,0,0.18055555555555713,-2.405555555555555,2.838318009815731,330.0,72.0,376.54999999999995
2015-06-12,African Cup of Nations qualification,Morocco,Libya,1,0,1,1,2.1538461538461604,0.76923076923077,-0.5289415322151552,76.0,103.0,503.71000000000004
2015-06-12,UEFA Euro qualification,Wales,Belgium,1,0,1,1,-3.85168579626972,1.0334469153515045,-0.572815077312482,-149.0,-24.0,-251.03999999999996
2015-06-13,Friendly,Albania,France,1,0,1,1,-1.0291557113643108,0.05074496056091249,0.02620243359656449,-943.0,-64.0,-479.4200000000001
2015-06-13,Copa America,Argentina,Paraguay,2,2,0,0,-1.9008635578583863,-0.1688067883156883,1.2102443308894593,896.0,61.0,470.45000000000005
2015-06-13,UEFA Euro qualification,Armenia,Portugal,2,3,-1,0,-3.5994550408719306,0.809848189957183,1.221795835492843,-353.0,-89.0,-510.6400000000001
2015-06-13,UEFA Euro qualification,Denmark,Serbia,2,0,2,1,-7.134360467643091,-1.049371984875485,2.108612215369833,213.0,11.0,100.61999999999989
2015-06-13,UEFA Euro qualification,Gibraltar,Germany,0,7,-7,0,-1.900877192982449,5.7973684210526315,-6.877569700795136,-1138.0,-185.0,-849.88
2015-06-13,UEFA Euro qualification,Poland,Georgia,4,0,4,1,-2.9113621135254135,0.908873360773427,1.4454619506704098,306.0,42.0,162.1199999999999
2015-06-13,Copa America,Uruguay,Jamaica,1,0,1,1,3.639286345168699,-1.4433845610316212,0.2586709865533203,116.0,48.0,311.59000000000015
2015-06-14,UEFA Euro qualification,Belarus,Spain,0,1,-1,0,0.8386217424490212,4.343583033475085,-2.6059117988607134,-1010.0,-96.0,-615.8900000000001
2015-06-14,Copa America,Brazil,Peru,2,1,1,1,2.1619868637110073,1.241461412151068,-0.032500316354697745,782.0,37.0,295.92999999999984
2015-06-14,African Cup of Nations qualification,Cameroon,Mauritania,1,0,1,1,1.1511627906976685,-0.43023255813953654,1.878855768185697,84.0,61.0,280.97
2015-06-14,UEFA Euro qualification,Lithuania,Switzerland,1,2,-1,0,0.255007153075816,0.4442060085836914,-1.3727639328228278,-221.0,-120.0,-553.4399999999998
2015-06-14,UEFA Euro qualification,Slovenia,England,2,3,-1,0,5.191599811231718,2.4803680981595093,-0.3198517976743336,-1565.0,-48.0,-355.20000000000005
2015-06-15,Copa America,Chile,Mexico,3,3,0,0,5.248777777777775,3.7975555555555545,-2.25675319196589,15.0,-26.0,-145.6099999999999
2015-06-15,Copa America,Ecuador,Bolivia,2,3,-1,0,5.046846846846847,-0.27927927927927954,1.3273140084429174,7.0,62.0,271.8800000000001
2015-06-15,African Nations Championship,Morocco,Tunisia,1,1,0,0,1.5893300248139042,-2.392059553349874,1.616524633617881,47.0,27.0,175.3800000000001
2015-06-16,Copa America,Argentina,Uruguay,1,0,1,1,-1.7113210741982527,-0.1915405194893154,0.5630651079923616,812.0,10.0,154.0999999999999
2015-06-16,Friendly,Italy,Portugal,0,1,-1,0,-3.6332472811723022,0.3579440240354934,1.3024657891893465,432.0,-2.0,-27.1400000000001
2015-06-16,Friendly,Poland,Greece,0,0,0,0,-4.759946708653786,0.8130866589959425,0.23549802386830887,239.0,26.0,67.57999999999993
2015-06-17,Copa America,Brazil,Colombia,0,1,-1,0,5.217955332179471,1.8196145653042208,-0.8123720891471375,220.0,4.0,58.289999999999964
2015-06-19,Copa America,Mexico,Ecuador,1,2,-1,0,-4.86629129129129,-2.1262762762762755,1.5110040013728137,323.0,10.0,104.66999999999985
2015-06-20,Copa America,Argentina,Jamaica,1,0,1,1,1.9279652709704465,-1.6349250805209365,0.821736094545682,928.0,58.0,465.69000000000005
2015-06-20,African Nations Championship,Senegal,Gambia,3,1,2,1,2.6356589147286797,1.3131782945736425,2.9189686332306173,114.0,105.0,486.1199999999999
2015-06-20,Copa America,Uruguay,Paraguay,1,1,0,0,-0.1895424836601336,0.022733731173627092,0.6471792228970976,84.0,51.0,316.35000000000014
2015-06-21,Copa America,Brazil,Venezuela,2,1,1,1,1.8561045107698249,2.4238143533275363,0.11196779508891108,761.0,32.0,284.14999999999986
2015-06-21,African Nations Championship,Morocco,Libya,3,0,3,1,2.1538461538461604,0.76923076923077,-0.5289415322151552,76.0,103.0,503.71000000000004
2015-06-24,Copa America,Chile,Uruguay,1,0,1,1,1.418875816993463,2.6011503267973843,-1.9441822577112173,222.0,-32.0,-223.6500000000001
2015-06-26,Copa America,Argentina,Colombia,0,0,0,0,2.088438243943415,0.5441289735331196,0.38452722555516416,373.0,8.0,139.93000000000006
2015-06-27,Copa America,Brazil,Paraguay,1,1,0,0,1.2286535303776702,1.106678803455413,0.013345016187157555,743.0,57.0,388.80999999999995
2015-06-27,Friendly,Mexico,Costa Rica,2,2,0,0,-4.007950191570885,-1.4170498084291197,0.9966637613205496,331.0,32.0,165.41999999999985
2015-06-30,Copa America,Argentina,Paraguay,6,1,5,1,-1.9008635578583863,-0.1688067883156883,1.2102443308894593,896.0,61.0,470.45000000000005
2015-07-01,Friendly,Honduras,Mexico,0,0,0,0,4.198931623931614,2.456837606837606,-3.416499864834594,-347.0,-62.0,-323.6299999999999
2015-07-04,Copa America,Chile,Argentina,0,0,0,0,3.1301968911917157,2.7926908462866997,-2.507247365703579,-590.0,-42.0,-377.75
2015-07-08,Gold Cup,Costa Rica,Jamaica,2,2,0,0,3.8173345759552717,-1.2227399813606716,-0.4254218405125565,-8.0,10.0,68.13000000000011
2015-07-08,Gold Cup,El Salvador,Canada,0,0,0,0,4.945454545454552,4.209090909090911,-3.797660991339451,-53.0,-41.0,-192.55000000000018
2015-07-09,Gold Cup,Mexico,Cuba,6,0,6,1,-7.352777777777774,-2.572222222222223,0.6128938767147956,358.0,150.0,650.1899999999999
2015-07-11,Gold Cup,Costa Rica,El Salvador,1,1,0,0,0.6551724137931103,-3.155172413793103,3.8588708025135317,27.0,32.0,167.58000000000015
2015-07-11,Gold Cup,Jamaica,Canada,1,0,1,1,1.783292383292391,2.276658476658479,0.48663165168663713,-18.0,-19.0,-93.10000000000014
2015-07-14,Gold Cup,Canada,Costa Rica,0,0,0,0,-5.600626959247663,-1.0539184952978076,-0.06120981117408064,26.0,9.0,24.970000000000027
2015-07-19,Gold Cup,Mexico,Costa Rica,1,0,1,1,-4.007950191570885,-1.4170498084291197,0.9966637613205496,331.0,32.0,165.41999999999985
2015-07-22,Gold Cup,Panama,Mexico,1,2,-1,0,0.040277777777774304,0.8847222222222229,-2.5153063123907247,-344.0,-18.0,-132.55999999999995
2015-07-26,Gold Cup,Jamaica,Mexico,1,3,-2,0,0.1906156156156129,2.6397897897897913,-0.5712419208079931,-323.0,-42.0,-233.54999999999995
2015-08-09,EAFF Championship,China PR,Japan,1,1,0,0,5.32707889125799,0.7349680170575716,-1.0022619314240613,-439.0,-69.0,-361.29999999999995
2015-09-01,Friendly,Congo,Ghana,2,3,-1,0,-1.669774669774668,1.1006216006216007,0.4107149017255125,-95.0,-54.0,-218.51999999999998
2015-09-03,UEFA Euro qualification,Azerbaijan,Croatia,0,0,0,0,-4.78768020969855,0.018348623853210455,-3.4095046236126176,-102.0,-99.0,-521.4299999999998
2015-09-03,UEFA Euro qualification,Cyprus,Wales,0,1,-1,0,-1.7893569844789425,-2.926829268292682,0.2584982454884752,-112.0,-97.0,-384.6200000000001
2015-09-03,UEFA Euro qualification,Netherlands,Iceland,0,1,-1,0,1.9662664379645491,-1.651273255046842,0.2303452387199405,376.0,64.0,405.03
2015-09-04,UEFA Euro qualification,Denmark,Albania,0,0,0,0,-2.9478943022295567,-0.3215524360033051,0.31119708407425417,311.0,45.0,232.02999999999997
2015-09-04,UEFA Euro qualification,Germany,Poland,3,1,2,1,1.8444973710239907,-1.0288224269873503,0.26500752551297957,803.0,15.0,162.49
2015-09-04,Friendly,Portugal,France,0,1,-1,0,3.313156472364767,0.6266110563180156,-1.3003866385529097,-611.0,-6.0,-113.48000000000002
2015-09-04,UEFA Euro qualification,Serbia,Armenia,2,0,2,1,3.4436090225563873,-0.6578947368421062,-1.6926218946389477,119.0,65.0,276.1100000000001
2015-09-05,Friendly,Costa Rica,Brazil,0,1,-1,0,-1.2401477832512313,-0.8633004926108363,-0.050258620355936756,-783.0,-44.0,-315.91999999999985
2015-09-05,African Cup of Nations qualification,Liberia,Tunisia,1,0,1,1,-4.064516129032256,-5.661290322580644,0.024145822273393236,-29.0,-101.0,-427.01
2015-09-05,African Cup of Nations qualification,Namibia,Senegal,0,2,-2,0,-3.802325581395351,-2.546511627906977,-4.295947196010351,-127.0,-79.0,-401.91999999999985
2015-09-05,UEFA Euro qualification,Spain,Slovakia,2,0,2,1,3.1891560353287502,-0.41302747791952754,0.3525695988984765,955.0,41.0,356.60000000000014
2015-09-05,UEFA Euro qualification,Switzerland,Slovenia,3,2,1,1,-4.433212281280952,-2.34420600858369,1.463624758720286,168.0,37.0,197.03999999999996
2015-09-06,UEFA Euro qualification,Cyprus,Belgium,0,1,-1,0,-5.641042780748663,-1.8933823529411775,-0.3143168318240068,-261.0,-121.0,-635.6600000000001
2015-09-06,UEFA Euro qualification,Norway,Croatia,2,0,2,1,-6.034355456373802,-0.9546243491197615,-1.4131769100785858,224.0,-38.0,-234.82999999999993
