date,tournament,home_team,away_team,home_goals,away_goals,goal_diff,home_win,overall_diff,age_diff,balance_diff,player_pool_diff,rank_advantage,points_diff
2008-08-09,WAFF Championship,Palestine,Qatar,0,1,-1,0,-1.0833333333333286,3.333333333333332,3.175577231731132,-2.0,-62.0,-272.80999999999995
2008-08-19,Friendly,Australia,South Africa,2,2,0,0,-4.579953086561012,-1.765146747525602,0.906100624630823,150.0,33.0,156.13999999999987
2008-08-20,Friendly,Belarus,Argentina,0,0,0,0,3.0119746689694864,3.6229130685089252,-2.686908966611538,-956.0,-98.0,-647.47
2008-08-20,FIFA World Cup qualification,Canada,Jamaica,1,1,0,0,-1.783292383292391,-2.276658476658479,-0.48663165168663713,18.0,19.0,93.10000000000014
2008-08-20,Friendly,Colombia,Ecuador,0,1,-1,0,-4.836148648648646,-1.6655405405405403,1.3769709495553384,555.0,18.0,196.87999999999988
2008-08-20,FIFA World Cup qualification,Costa Rica,El Salvador,1,0,1,1,0.6551724137931103,-3.155172413793103,3.8588708025135317,27.0,32.0,167.58000000000015
2008-08-20,Friendly,Denmark,Spain,0,3,-3,0,-6.629907480415454,-0.8478106723694907,1.0803737304538874,-673.0,-18.0,-228.1500000000001
2008-08-20,Friendly,England,Czech Republic,2,2,0,0,-7.108143541474071,-2.5872174132280037,1.6227949195308726,1557.0,28.0,309.3599999999999
2008-08-20,Friendly,Germany,Belgium,2,0,2,1,-2.194711042311667,0.309249226006191,-0.45620061920921806,868.0,-7.0,-86.42000000000007
2008-08-20,Friendly,Japan,Uruguay,1,3,-2,0,-7.204203074264534,0.4408489764064818,0.24853187276363098,316.0,-7.0,-84.34000000000015
2008-08-20,Friendly,Libya,Senegal,0,0,0,0,-0.8023255813953512,-1.0465116279069768,-0.05330650889106625,-127.0,-98.0,-457.6099999999999
2008-08-20,FIFA World Cup qualification,Mexico,Honduras,2,1,1,1,-4.198931623931614,-2.456837606837606,3.416499864834594,347.0,62.0,323.6299999999999
2008-08-20,Friendly,Morocco,Benin,3,1,2,1,1.6538461538461604,-1.0164835164835146,0.720936378896182,64.0,77.0,415.26
2008-08-20,Friendly,Portugal,Faroe Islands,5,0,5,1,9.766121707538595,2.76158038147139,0.2102661973663471,361.0,130.0,647.73
2008-08-20,Friendly,Russia,Netherlands,1,1,0,0,-1.5900178253119464,1.204054115818824,0.6308281883001037,-123.0,-26.0,-251.93000000000006
2008-08-20,Friendly,Saudi Arabia,Paraguay,1,1,0,0,-8.578520770010137,-0.8491696401039626,0.4447571615123129,260.0,6.0,34.5
2008-08-20,Friendly,Slovenia,Croatia,2,3,-1,0,-0.8118560338743777,1.418348623853209,-1.0376948765320249,-44.0,-40.0,-244.25
2008-08-20,Friendly,Sweden,France,2,3,-1,0,-2.775429003289773,0.4845958922379303,-0.6458077016554853,-610.0,-27.0,-332.72
2008-08-20,Friendly,Switzerland,Cyprus,4,1,3,1,1.3737807257120593,2.0557939914163086,1.047382901720165,222.0,112.0,517.3199999999999
2008-08-20,Friendly,Tanzania,Ghana,1,1,0,0,0.7393162393162385,-1.0811965811965827,1.5419489818935697,-115.0,-49.0,-206.26
2008-08-20,Friendly,Tunisia,Angola,1,1,0,0,-0.2021505376344095,1.5612903225806427,-1.6181708499836551,16.0,49.0,238.40999999999985
2008-08-20,Friendly,Ukraine,Poland,1,0,1,1,5.984436504572159,0.7889541573305863,-0.6931056135364324,-288.0,3.0,43.72000000000003
2008-08-20,Friendly,Wales,Georgia,1,2,-1,0,-2.723839496459476,0.6042486231313902,1.5938550180801254,92.0,40.0,159.99
2008-08-30,Friendly,Saudi Arabia,Qatar,2,1,1,1,-3.245187436676794,3.5856129685916898,3.2514240164985755,323.0,-22.0,-72.75999999999999
2008-09-05,FIFA World Cup qualification,Algeria,Senegal,3,2,1,1,2.645042839657279,1.4973480212158314,-0.7088118670248083,-72.0,-27.0,-149.2099999999998
2008-09-05,FIFA World Cup qualification,Libya,Ghana,1,0,1,1,0.7393162393162385,0.4188034188034173,0.12773541952047474,-115.0,-53.0,-215.51999999999998
2008-09-06,FIFA World Cup qualification,Argentina,Paraguay,1,1,0,0,-1.9008635578583863,-0.1688067883156883,1.2102443308894593,896.0,61.0,470.45000000000005
2008-09-06,FIFA World Cup qualification,Austria,France,3,1,2,1,-2.8351707489582907,-0.1199317311684105,-0.8000908002861777,-712.0,-20.0,-263.35000000000014
2008-09-06,FIFA World Cup qualification,Belgium,Estonia,3,2,1,1,3.345588235294116,-3.1066176470588225,2.7434077448444656,264.0,117.0,625.97
2008-09-06,FIFA World Cup qualification,Burkina Faso,Tunisia,0,0,0,0,0.43548387096774377,-2.089861751152071,2.828053662897757,-17.0,-26.0,-118.89999999999986
2008-09-06,FIFA World Cup qualification,Colombia,Uruguay,0,1,-1,0,-3.7997593181416676,-0.735669493022435,0.17853788243719748,439.0,2.0,14.169999999999845
2008-09-06,FIFA World Cup qualification,Croatia,Kazakhstan,3,0,3,1,3.073394495412842,-1.0183486238532105,5.640906507712251,106.0,97.0,507.69000000000005
2008-09-06,FIFA World Cup qualification,Ecuador,Bolivia,3,1,2,1,5.046846846846847,-0.27927927927927954,1.3273140084429174,7.0,62.0,271.8800000000001
2008-09-06,FIFA World Cup qualification,Hungary,Denmark,0,0,0,0,5.150210904546157,1.743946258397127,-2.572147035797622,-309.0,-10.0,-88.75
2008-09-06,FIFA World Cup qualification,Israel,Switzerland,2,2,0,0,7.338340486409159,2.7775393419170236,-4.002952592945744,-221.0,-63.0,-341.55999999999995
2008-09-06,FIFA World Cup qualification,Liechtenstein,Germany,0,6,-6,0,-0.9008771929824491,-0.5359649122807006,1.6664340445223944,-1137.0,-186.0,-850.1899999999999
2008-09-06,FIFA World Cup qualification,Malta,Portugal,0,4,-4,0,-8.59945504087193,-0.5949137148047221,-4.881832706424199,-364.0,-164.0,-770.8100000000001
2008-09-06,Friendly,Netherlands,Australia,1,2,-1,0,5.3028968095047375,-0.28480330242445007,0.2245598365176864,202.0,17.0,187.22000000000003
2008-09-06,FIFA World Cup qualification,Poland,Slovenia,1,1,0,0,-4.205158639580006,-1.1685459940652798,0.009350544101930147,272.0,24.0,66.47000000000003
2008-09-06,FIFA World Cup qualification,Qatar,Uzbekistan,3,0,3,1,-4.066666666666677,-5.933333333333334,-5.033246358497568,1.0,27.0,106.64999999999986
2008-09-06,FIFA World Cup qualification,Serbia,Faroe Islands,2,0,2,1,9.610275689223052,2.9135338345864668,-0.26055986177975754,127.0,106.0,413.20000000000005
2008-09-06,FIFA World Cup qualification,Wales,Azerbaijan,1,0,1,1,-0.041811846689896015,-0.07317073170731803,2.5295533585922385,116.0,81.0,341.52
2008-09-07,FIFA World Cup qualification,Chile,Brazil,0,3,-3,0,0.00067980295565917,1.5172052545155985,-1.3103480510012773,-437.0,-38.0,-296.1099999999999
2008-09-10,FIFA World Cup qualification,Brazil,Bolivia,0,0,0,0,5.428653530377673,-0.12520525451559905,1.8919128688511182,782.0,84.0,527.05
2008-09-10,FIFA World Cup qualification,Croatia,England,1,4,-3,0,6.003455845106096,1.0620194743063003,0.7178430788576913,-1521.0,-8.0,-110.95000000000005
2008-09-10,FIFA World Cup qualification,Finland,Germany,3,3,0,0,-1.5944255800792178,0.6199490662139233,-0.26514049592469835,-1078.0,-50.0,-292.6199999999999
2008-09-10,FIFA World Cup qualification,France,Serbia,2,1,1,1,-3.157310454049224,-0.7785645094330924,1.7712126976990143,845.0,30.0,348.01
2008-09-10,FIFA World Cup qualification,Haiti,Costa Rica,1,3,-2,0,-6.369458128078826,-1.7733990147783238,1.032329321640355,-15.0,-36.0,-195.23000000000002
2008-09-10,FIFA World Cup qualification,Mexico,Canada,2,1,1,1,1.5926767676767781,-0.3631313131313121,1.0578735724946302,305.0,23.0,140.44999999999982
2008-09-10,FIFA World Cup qualification,Peru,Argentina,1,1,0,0,0.9675302245250492,0.034024179620033124,-1.164398998347604,-935.0,-41.0,-377.56999999999994
2008-09-10,FIFA World Cup qualification,Portugal,Denmark,2,3,-1,0,7.290206485958635,0.8974185317604082,-1.6377861562237284,21.0,13.0,133.91000000000008
2008-09-10,FIFA World Cup qualification,Russia,Wales,2,1,1,1,2.22668579626972,0.30519687549816865,0.0073981406427297,183.0,-3.0,-14.820000000000164
2008-09-10,FIFA World Cup qualification,Spain,Armenia,4,0,4,1,2.9391560353287502,-0.8594560493481005,-0.6643834097230021,1005.0,94.0,604.8800000000001
2008-09-10,FIFA World Cup qualification,Switzerland,Luxembourg,1,2,-1,0,-2.1716738197424874,0.9307939914163086,4.481150561897333,225.0,69.0,377.3699999999999
2008-09-10,FIFA World Cup qualification,Turkey,Belgium,1,1,0,0,-0.8825298160501234,1.233765413381846,-1.1842566363988638,19.0,-36.0,-297.30999999999995
2008-09-10,FIFA World Cup qualification,Uruguay,Ecuador,0,0,0,0,-1.036389330506978,-0.9298710475181053,1.198433067118141,116.0,16.0,182.71000000000004
2008-09-10,FIFA World Cup qualification,Uzbekistan,Australia,0,1,-1,0,5.642290748898681,3.2872246696035248,1.623612114049899,-222.0,-37.0,-173.87999999999988
2008-09-24,Friendly,Mexico,Chile,0,1,-1,0,-5.248777777777775,-3.7975555555555545,2.25675319196589,-15.0,26.0,145.6099999999999
2008-10-11,FIFA World Cup qualification,Argentina,Uruguay,2,1,1,1,-1.7113210741982527,-0.1915405194893154,0.5630651079923616,812.0,10.0,154.0999999999999
2008-10-11,FIFA World Cup qualification,Belgium,Armenia,2,0,2,1,1.095588235294116,-2.1780462184873954,0.23014177808731162,258.0,91.0,541.6500000000001
2008-10-11,FIFA World Cup qualification,Denmark,Malta,3,0,3,1,1.309248554913296,-0.3025048169556861,6.519618862647928,343.0,151.0,636.9
2008-10-11,FIFA World Cup qualification,England,Kazakhstan,5,1,4,1,-2.930061349693254,-2.0803680981595107,4.92306342885456,1627.0,105.0,618.6400000000001
2008-10-11,FIFA World Cup qualification,Estonia,Spain,0,3,-3,0,-5.18915603532875,1.7880274779195275,-1.8488825570341518,-1011.0,-120.0,-689.2
2008-10-11,FIFA World Cup qualification,Germany,Russia,2,1,1,1,-0.5697110423116669,-1.0293945648434821,0.10921631746053428,834.0,20.0,179.44000000000005
2008-10-11,FIFA World Cup qualification,Honduras,Canada,3,1,2,1,5.791608391608392,2.093706293706294,-2.358626292339964,-42.0,-39.0,-183.18000000000006
2008-10-11,FIFA World Cup qualification,Jamaica,Mexico,1,0,1,1,0.1906156156156129,2.6397897897897913,-0.5712419208079931,-323.0,-42.0,-233.54999999999995
2008-10-11,FIFA World Cup qualification,Morocco,Mauritania,4,1,3,1,3.1538461538461604,-0.23076923076922995,0.8852720301579398,76.0,98.0,491.94000000000005
2008-10-11,FIFA World Cup qualification,Netherlands,Iceland,2,0,2,1,1.9662664379645491,-1.651273255046842,0.2303452387199405,376.0,64.0,405.03
2008-10-11,FIFA World Cup qualification,Poland,Czech Republic,2,1,1,1,-6.1217023698223585,-1.2753953091337742,1.3122936659584692,264.0,4.0,20.62999999999988
2008-10-11,FIFA World Cup qualification,Romania,France,2,2,0,0,1.4425149908148711,2.0938442341686603,-1.8490747447708262,-919.0,-43.0,-380.21000000000004
2008-10-11,FIFA World Cup qualification,Senegal,Gambia,1,1,0,0,2.6356589147286797,1.3131782945736425,2.9189686332306173,114.0,105.0,486.1199999999999
2008-10-11,FIFA World Cup qualification,Serbia,Lithuania,3,0,3,1,6.360275689223059,0.9135338345864668,-1.2830658097995897,121.0,103.0,406.24
2008-10-11,FIFA World Cup qualification,Suriname,Costa Rica,1,4,-3,0,-0.3218390804597817,1.321839080459771,-4.118383826507377,-26.0,-91.0,-381.9200000000001
2008-10-11,FIFA World Cup qualification,Sweden,Portugal,0,0,0,0,-6.08858547565454,-0.1420151640800853,0.6545789368974244,1.0,-21.0,-219.24
2008-10-11,FIFA World Cup qualification,Switzerland,Latvia,2,1,1,1,-3.600245248313918,-4.087063151440834,3.6374969787639424,226.0,122.0,558.1199999999999
2008-10-11,FIFA World Cup qualification,Ukraine,Croatia,0,0,0,0,0.9674218311177754,1.0387567871185155,-1.7214499459665271,-60.0,-13.0,-134.05999999999995
2008-10-11,FIFA World Cup qualification,Wales,Liechtenstein,2,0,2,1,-0.7560975609756042,1.2601626016260141,-1.7830485026256584,120.0,169.0,685.57
2008-10-12,FIFA World Cup qualification,Ecuador,Chile,1,0,1,1,-0.382486486486485,-1.671279279279279,0.7457491905930764,-338.0,16.0,40.940000000000055
2008-10-12,FIFA World Cup qualification,Venezuela,Brazil,0,4,-4,0,-1.8561045107698249,-2.4238143533275363,-0.11196779508891108,-761.0,-32.0,-284.14999999999986
2008-10-14,FIFA World Cup qualification,Bolivia,Uruguay,2,2,0,0,-4.010457516339869,1.2091503267973849,-2.5257470755610583,-123.0,-78.0,-454.59000000000015
2008-10-14,Friendly,France,Tunisia,3,1,2,1,-0.7782175605250927,-2.52632099742727,2.9637244801312175,947.0,39.0,360.85000000000014
2008-10-15,FIFA World Cup qualification,Australia,Qatar,4,0,4,1,-1.5756240822320038,2.646108663729809,3.4096342444476684,221.0,10.0,67.23000000000002
2008-10-15,FIFA World Cup qualification,Austria,Serbia,1,3,-2,0,-5.9924812030075145,-0.8984962406015029,0.9711218974128366,133.0,10.0,84.65999999999985
2008-10-15,FIFA World Cup qualification,Belarus,England,1,3,-2,0,7.707839127471026,5.635923653715068,-3.089730095521233,-1621.0,-95.0,-592.48
2008-10-15,FIFA World Cup qualification,Belgium,Spain,1,2,-1,0,-1.8435678000346343,-1.318590169139295,0.8945251878103138,-747.0,-3.0,-63.23000000000002
2008-10-15,FIFA World Cup qualification,Brazil,Colombia,0,0,0,0,5.217955332179471,1.8196145653042208,-0.8123720891471375,220.0,4.0,58.289999999999964
2008-10-15,FIFA World Cup qualification,Canada,Mexico,2,2,0,0,-1.5926767676767781,0.3631313131313121,-1.0578735724946302,-305.0,-23.0,-140.44999999999982
2008-10-15,FIFA World Cup qualification,Chile,Argentina,1,0,1,1,3.1301968911917157,2.7926908462866997,-2.507247365703579,-590.0,-42.0,-377.75
2008-10-15,FIFA World Cup qualification,Costa Rica,Haiti,2,0,2,1,6.369458128078826,1.7733990147783238,-1.032329321640355,15.0,36.0,195.23000000000002
2008-10-15,FIFA World Cup qualification,Germany,Wales,1,0,1,1,1.6569747539580533,-0.7241976893453135,0.11661445810326398,1017.0,17.0,164.6199999999999
2008-10-15,FIFA World Cup qualification,Greece,Switzerland,1,2,-1,0,4.988000350354731,0.3625733555224677,-1.6897722384866647,-135.0,-39.0,-198.14999999999986
2008-10-15,FIFA World Cup qualification,Japan,Uzbekistan,1,1,0,0,-6.127078891258002,-1.0349680170575724,-1.3308684078505761,464.0,43.0,231.39999999999986
2008-10-15,FIFA World Cup qualification,Norway,Netherlands,0,1,-1,0,-5.021567021567023,-0.0009450009449984975,0.09020440259916729,-96.0,-43.0,-292.03
2008-10-15,FIFA World Cup qualification,Portugal,Albania,0,0,0,0,4.342312183729078,0.5758660957571031,-1.3265890721494742,332.0,58.0,365.94000000000005
2008-10-15,FIFA World Cup qualification,Slovakia,Poland,2,1,1,1,2.6936201780415416,0.39354599406528123,-0.5258866419865926,-273.0,-16.0,-44.460000000000036
2008-10-15,Friendly,South Africa,Ghana,2,1,1,1,0.5769785769785756,2.496725496725496,-1.2293608772724642,-40.0,7.0,33.90000000000009
2008-10-15,FIFA World Cup qualification,Venezuela,Ecuador,3,1,2,1,-1.474297827238999,-2.2697403285638558,0.45263106531928976,14.0,-10.0,-28.980000000000018
2008-11-08,Friendly,Saudi Arabia,Thailand,1,0,1,1,2.0881458966565347,3.7522796352583576,-2.730526243670851,327.0,45.0,212.74
2008-11-12,Friendly,Mexico,Ecuador,2,1,1,1,-4.86629129129129,-2.1262762762762755,1.5110040013728137,323.0,10.0,104.66999999999985
2008-11-13,Friendly,Japan,Syria,3,1,2,1,-10.227078891257996,0.23169864960909692,0.5577005661389576,463.0,75.0,382.1299999999999
2008-11-19,Friendly,Brazil,Portugal,6,2,4,1,0.29586515617241105,1.9465476973463431,-0.558489721181636,445.0,3.0,44.179999999999836
2008-11-19,Friendly,Denmark,Wales,0,1,-1,0,-0.9346538841110998,-0.5626674185817002,0.7586636199560557,223.0,9.0,86.11999999999989
2008-11-19,FIFA World Cup qualification,El Salvador,Costa Rica,1,3,-2,0,-0.6551724137931103,3.155172413793103,-3.8588708025135317,-27.0,-32.0,-167.58000000000015
2008-11-19,Friendly,France,Uruguay,0,0,0,0,-2.1908256144993743,-1.489213681382573,1.2250421530246056,825.0,9.0,141.76
2008-11-19,Friendly,Germany,England,1,2,-1,0,2.830938542675703,0.28299967710687923,-0.045493728059423866,-490.0,-9.0,-126.24000000000001
2008-11-19,Friendly,Ghana,Tunisia,0,0,0,0,-1.3038323683484947,-3.5800937413840614,2.0177307463125613,86.0,-23.0,-112.80999999999995
2008-11-19,FIFA World Cup qualification,Honduras,Mexico,1,0,1,1,4.198931623931614,2.456837606837606,-3.416499864834594,-347.0,-62.0,-323.6299999999999
2008-11-19,Friendly,Republic of Ireland,Poland,2,3,-1,0,-3.9820392943805203,-0.540806523920331,0.3254697592181852,80.0,-30.0,-119.69000000000005
2008-11-19,FIFA World Cup qualification,Jamaica,Canada,3,0,3,1,1.783292383292391,2.276658476658479,0.48663165168663713,-18.0,-19.0,-93.10000000000014
2008-11-19,Friendly,Luxembourg,Belgium,1,1,0,0,-2.095588235294116,-0.7683823529411775,-3.7480844920011744,-264.0,-78.0,-495.71000000000004
2008-11-19,Friendly,Morocco,Zambia,3,0,3,1,5.796703296703306,2.76923076923077,-2.0902264793922996,71.0,78.0,419.9000000000001
2008-11-19,Friendly,Netherlands,Sweden,3,1,2,1,3.5497364953886716,-1.091593189419278,-0.3988864482871257,61.0,22.0,236.31999999999994
2008-11-19,FIFA World Cup qualification,Qatar,Japan,0,3,-3,0,2.0604122245913246,-4.898365316275761,-3.702377950646991,-463.0,-16.0,-124.75
2008-11-19,Friendly,Scotland,Argentina,0,1,-1,0,-4.899136442141618,-1.4793091537132987,0.38975401354163264,-665.0,-47.0,-394.95000000000005
2008-11-19,Friendly,Serbia,Bulgaria,6,1,5,1,3.3223969013442627,-2.0410116199589865,0.2585947378080702,100.0,50.0,211.4000000000001
2008-11-19,Friendly,South Africa,Cameroon,3,2,1,1,-0.31350045303533136,1.5081546360616152,-1.821738502605541,-9.0,-6.0,-43.319999999999936
2008-11-19,Friendly,Spain,Chile,3,0,3,1,-0.9568439646712505,-3.513360811252859,2.426250197952754,644.0,40.0,346.1700000000001
2008-11-19,Friendly,Switzerland,Finland,1,0,1,1,-0.4781254326457187,-0.7667866537449832,1.4544071850300746,171.0,48.0,260.6999999999998
2008-12-14,Friendly,Serbia,Poland,0,1,-1,0,6.387229200597929,0.182079828651748,-1.2015555280040617,-204.0,-4.0,-16.62999999999988
2008-12-27,Friendly,Saudi Arabia,Syria,1,1,0,0,-11.411854103343465,-1.0810536980749745,0.10674663199054191,323.0,37.0,184.6199999999999
2009-01-05,Gulf Cup,Saudi Arabia,Qatar,0,0,0,0,-3.245187436676794,3.5856129685916898,3.2514240164985755,323.0,-22.0,-72.75999999999999
2009-01-14,Gulf Cup,Kuwait,Saudi Arabia,0,1,-1,0,4.911854103343465,2.2477203647416424,1.3163126812977568,-327.0,-80.0,-332.8799999999999
2009-01-23,UNCAF Cup,Costa Rica,Panama,3,0,3,1,3.9676724137931103,0.5323275862068968,1.518642551070175,13.0,-14.0,-32.8599999999999
2009-01-28,Friendly,Mexico,Sweden,0,1,-1,0,1.136352657004835,-0.1917874396135275,-0.2666635171144476,-8.0,12.0,112.91999999999985
2009-01-30,UNCAF Cup,Costa Rica,El Salvador,3,0,3,1,0.6551724137931103,-3.155172413793103,3.8588708025135317,27.0,32.0,167.58000000000015
2009-02-01,UNCAF Cup,Costa Rica,Panama,0,0,0,0,3.9676724137931103,0.5323275862068968,1.518642551070175,13.0,-14.0,-32.8599999999999
2009-02-04,Friendly,Japan,Finland,5,1,4,1,-2.0335305041612273,1.7424513377811373,-0.40672014015430324,407.0,45.0,235.40999999999985
2009-02-05,Friendly,Saudi Arabia,Thailand,2,1,1,1,2.0881458966565347,3.7522796352583576,-2.730526243670851,327.0,45.0,212.74
2009-02-07,Friendly,Lithuania,Poland,1,1,0,0,0.02695351137487023,-0.7314540059347188,0.081510281795528,-325.0,-107.0,-422.8699999999999
2009-02-10,Friendly,Brazil,Italy,2,0,2,1,3.9291124373447133,1.5886036733108497,-1.8609555103709825,13.0,5.0,71.31999999999994
2009-02-10,Cyprus International Tournament,Cyprus,Serbia,0,2,-2,0,-7.989063568010934,-3.4135338345864668,1.6084468409022525,-122.0,-95.0,-370.1200000000001
2009-02-11,Friendly,Belgium,Slovenia,2,0,2,1,-0.1659502262443482,-2.506617647058821,0.7305586888241278,207.0,46.0,315.3800000000001
2009-02-11,Friendly,Cameroon,Guinea,3,1,2,1,-1.1088372093023366,-0.0702325581395371,0.17478227907666088,61.0,26.0,133.67000000000007
2009-02-11,FIFA World Cup qualification,Costa Rica,Honduras,2,0,2,1,-0.1909814323607293,-1.0397877984084865,2.4198361035140445,16.0,30.0,158.21000000000004
2009-02-11,Friendly,Egypt,Ghana,2,2,0,0,3.2080662393162385,3.6688034188034173,-2.1367813136484743,-85.0,28.0,121.08999999999992
2009-02-11,Friendly,France,Argentina,0,2,-2,0,-0.47950454030112155,-1.2976731618932575,0.661977045032244,13.0,-1.0,-12.339999999999918
2009-02-11,Friendly,Germany,Norway,0,1,-1,0,2.8618381539434097,0.1756045519203404,0.6498401031614707,807.0,37.0,219.53999999999996
2009-02-11,Friendly,Greece,Denmark,1,1,0,0,5.507077975698948,0.05420549722779455,-1.1425547112340801,-248.0,-33.0,-151.56999999999994
2009-02-11,FIFA World Cup qualification,Japan,Australia,0,0,0,0,-0.4847881423593208,2.2522566525459524,0.2927437061993228,242.0,6.0,57.51999999999998
2009-02-11,Friendly,Libya,Uruguay,2,3,-1,0,-1.9771241830065378,-2.1241830065359473,0.4067838387264242,-151.0,-106.0,-547.4200000000001
2009-02-11,Friendly,Morocco,Czech Republic,0,0,0,0,-0.5242360379346565,-1.737618545837723,0.5347509891400852,5.0,18.0,166.53999999999996
2009-02-11,Friendly,Portugal,Finland,1,0,1,1,6.293003427968699,0.43899973631009814,-0.7305964984462383,305.0,55.0,348.03
2009-02-11,Friendly,Romania,Croatia,1,2,-1,0,-0.3445809360908072,1.747162183175245,-2.3077619075059683,-50.0,-33.0,-226.6099999999999
2009-02-11,Cyprus International Tournament,Serbia,Ukraine,0,1,-1,0,0.40279269602577017,-0.6068743286788383,-0.5084499144676293,84.0,-7.0,-60.34999999999991
2009-02-11,Friendly,Spain,England,2,0,2,1,6.869217385022004,1.2923406202399832,-0.48381829666051956,-611.0,1.0,23.410000000000082
2009-02-11,Friendly,Switzerland,Bulgaria,1,1,0,0,-3.292885940954612,-3.3987514631291447,2.9144244804304877,200.0,67.0,358.5999999999999
2009-02-11,Friendly,Tunisia,Netherlands,1,1,0,0,0.003910068426193902,3.1333182946086175,-1.9190303301886065,-398.0,-34.0,-264.45000000000005
2009-02-11,Friendly,Wales,Poland,0,1,-1,0,0.18752261706593742,-0.3046247376420368,0.14839306740971558,-214.0,-2.0,-2.1299999999998818
2009-03-05,AFC Asian Cup qualification,Australia,Kuwait,0,1,-1,0,-3.242290748898675,-3.1872246696035234,-1.158102453348664,225.0,112.0,472.8699999999999
2009-03-11,Friendly,Mexico,Bolivia,5,1,4,1,0.18055555555555713,-2.405555555555555,2.838318009815731,330.0,72.0,376.54999999999995
2009-03-17,Friendly,Qatar,Kuwait,1,0,1,1,-1.6666666666666714,-5.833333333333332,-4.567736697796333,4.0,102.0,405.6399999999999
2009-03-21,Friendly,Syria,Qatar,1,2,-1,0,8.166666666666671,4.666666666666664,3.1446773845080336,0.0,-59.0,-257.3799999999999
2009-03-22,Friendly,Saudi Arabia,Iraq,0,0,0,0,-6.689631881121237,-0.7477203647416424,1.8248130897171801,320.0,-1.0,-1.7699999999999818
2009-03-28,FIFA World Cup qualification,Argentina,Venezuela,4,0,4,1,-1.2734125774662317,1.148328761556435,1.3088671097912128,914.0,36.0,365.78999999999996
2009-03-28,Friendly,England,Slovakia,4,0,4,1,-3.680061349693254,-1.7053680981595107,0.8363878955589961,1566.0,40.0,333.19000000000005
2009-03-28,FIFA World Cup qualification,Germany,Liechtenstein,4,0,4,1,0.9008771929824491,0.5359649122807006,-1.6664340445223944,1137.0,186.0,850.1899999999999
2009-03-28,FIFA World Cup qualification,Kenya,Tunisia,1,2,-1,0,-0.9216589861751174,-0.5898617511520712,4.789438146830938,-24.0,-67.0,-296.3299999999999
2009-03-28,FIFA World Cup qualification,Lithuania,France,0,1,-1,0,-3.202965235173835,-0.13496932515337434,-0.4881468878994246,-966.0,-133.0,-754.25
2009-03-28,FIFA World Cup qualification,Malta,Denmark,0,3,-3,0,-1.309248554913296,0.3025048169556861,-6.519618862647928,-343.0,-151.0,-636.9
2009-03-28,FIFA World Cup qualification,Mexico,Costa Rica,2,0,2,1,-4.007950191570885,-1.4170498084291197,0.9966637613205496,331.0,32.0,165.41999999999985
2009-03-28,FIFA World Cup qualification,Moldova,Switzerland,0,2,-2,0,5.838340486409159,2.4442060085836914,-1.4739108885265866,-227.0,-137.0,-620.3499999999999
2009-03-28,FIFA World Cup qualification,Morocco,Gabon,1,2,-1,0,-0.8461538461538396,-0.73076923076923,-1.4200727570739629,66.0,69.0,380.99
2009-03-28,FIFA World Cup qualification,Netherlands,Scotland,3,0,3,1,5.193939393939395,-0.42536130536130656,-0.7724711184519997,129.0,41.0,286.21000000000004
2009-03-28,FIFA World Cup qualification,Northern Ireland,Poland,3,2,1,1,-1.5796356359119486,0.32668552894900316,0.352437287048029,-251.0,-46.0,-182.20000000000005
2009-03-28,FIFA World Cup qualification,Portugal,Sweden,0,0,0,0,6.08858547565454,0.1420151640800853,-0.6545789368974244,-1.0,21.0,219.24
2009-03-28,FIFA World Cup qualification,Romania,Serbia,2,3,-1,0,-1.7147954632343527,1.3152797247355679,-0.07786204707181188,-74.0,-13.0,-32.200000000000045
2009-03-28,FIFA World Cup qualification,Spain,Turkey,1,0,1,1,2.7260976160847576,0.08482475575744886,0.28973144858855004,728.0,39.0,360.53999999999996
2009-03-28,FIFA World Cup qualification,Togo,Cameroon,1,0,1,1,3.3488372093023315,3.4302325581395365,-3.086945849717585,-78.0,-69.0,-299.77
2009-03-28,FIFA World Cup qualification,Uruguay,Paraguay,2,0,2,1,-0.1895424836601336,0.022733731173627092,0.6471792228970976,84.0,51.0,316.35000000000014
2009-03-28,FIFA World Cup qualification,Uzbekistan,Qatar,4,0,4,1,4.066666666666677,5.933333333333334,5.033246358497568,-1.0,-27.0,-106.64999999999986
2009-03-28,FIFA World Cup qualification,Wales,Finland,0,2,-2,0,-0.06254917387883552,0.10424862313139016,0.14852603782143436,61.0,33.0,128.0
2009-03-29,FIFA World Cup qualification,Ecuador,Brazil,1,1,0,0,-0.3818066835308258,-0.15407402476368048,-0.5645988604082008,-775.0,-22.0,-255.16999999999985
2009-03-31,Friendly,Angola,Morocco,0,2,-2,0,-1.3871794871794947,0.8307692307692314,0.0016462163657742224,-63.0,-76.0,-413.78999999999996
2009-03-31,Friendly,Portugal,South Africa,2,0,2,1,3.2617927032095935,-0.8163416964506887,0.8749679725382107,290.0,49.0,326.28
2009-04-01,FIFA World Cup qualification,Australia,Uzbekistan,2,0,2,1,-5.642290748898681,-3.2872246696035248,-1.623612114049899,222.0,37.0,173.87999999999988
2009-04-01,FIFA World Cup qualification,Costa Rica,El Salvador,1,0,1,1,0.6551724137931103,-3.155172413793103,3.8588708025135317,27.0,32.0,167.58000000000015
