date,tournament,home_team,away_team,home_goals,away_goals,goal_diff,home_win,overall_diff,attack_diff,midfield_diff,defense_diff,goalkeeper_diff,age_diff,balance_diff,player_pool_diff,elite_player_diff,rank_advantage,points_diff,strength_diff,spine_diff,rank_points_blend,attack_vs_defense_gap,abs_strength_gap,recent_win_rate_diff_5,recent_goal_diff_diff_10,recent_goals_for_diff_10,recent_goals_against_diff_10,recent_match_count_diff
2005-02-23,UNCAF Cup,Panama,Costa Rica,0,1,-1,0,-3.9676724137931103,-2.075000000000003,-3.95192307692308,-6.1298701298701275,-5.979166666666671,-0.5323275862068968,-1.518642551070175,-13.0,-1.0,-60.0,-176.0,-4.4207264574505984,-5.353653291153293,-1.9759999999999998,4.054870129870125,4.4207264574505984,-0.2,-2.8,-1.5999999999999999,1.1999999999999997,-337
2005-02-27,UNCAF Cup,Costa Rica,Honduras,1,1,0,0,-0.1909814323607293,-4.625,0.4102564102564088,1.0727272727272634,1.8205128205128318,-1.0397877984084865,2.4198361035140445,16.0,1.0,16.0,60.0,-0.30249698577284506,1.1011655011655013,0.54,-5.697727272727263,0.30249698577284506,0.39999999999999997,1.7,1.1,-0.6,278
2005-03-09,Friendly,Mexico,Argentina,1,1,0,0,-2.1185808865860594,-3.186570428696413,-1.2138909877476038,-1.82459875532264,-2.961904761904762,-1.0048647092688547,-0.2504941737376889,-605.0,-23.0,-3.0,-19.0,-2.2611091640514958,-2.0001315016583354,-0.109,-1.3619716733737732,2.2611091640514958,0.0,0.5,0.30000000000000027,-0.19999999999999996,-150
2005-03-09,Friendly,United States,Colombia,3,0,3,1,-0.68261420869689,-1.1972461273666113,-0.9721621935633777,-0.0782807175464626,2.1307277628032324,-0.11554763424842207,-0.7863448455161297,-211.0,-5.0,19.0,82.0,-0.15991509687402186,0.360094950564464,0.6519999999999999,-1.1189654098201487,0.15991509687402186,0.39999999999999997,1.0,0.7000000000000002,-0.30000000000000004,247
2005-03-14,Friendly,Saudi Arabia,Egypt,0,1,-1,0,-8.880604103343465,-10.085,-8.096385542168676,-7.271186440677965,-11.177304964539012,-1.9977203647416424,1.6553108330577402,297.0,-1.0,-2.0,-10.0,-9.102096210145824,-8.848292315795218,-0.06999999999999999,-2.8138135593220355,9.102096210145824,-0.4,0.19999999999999996,0.0,-0.20000000000000007,252
2005-03-18,Friendly,Saudi Arabia,Finland,1,4,-3,0,-3.2183057162466966,-2.7266666666666666,-3.4763855421686713,-2.3961864406779654,-2.1773049645390046,0.4296989900970658,-0.8576740743027189,267.0,-1.0,15.0,42.0,-2.798969866059801,-2.6832923157952138,0.49199999999999994,-0.3304802259887012,2.798969866059801,0.2,0.8,0.0,-0.8,203
2005-03-19,Friendly,United States,Honduras,1,0,1,1,-4.851403189985859,-5.668674698795186,-4.368653421633553,-4.584105960264907,-6.4890109890109855,-2.111649505350293,2.496121967500989,368.0,1.0,33.0,134.0,-5.192369651938098,-5.147256790303149,1.124,-1.0845687385302796,5.192369651938098,0.6000000000000001,1.8,1.2000000000000002,-0.6000000000000001,321
2005-03-20,Friendly,South Korea,Burkina Faso,1,0,1,1,-4.012121212121215,-4.262500000000003,-7.120731707317077,-1.8214285714285694,-2.0,0.774025974025971,-2.2623129168649596,316.0,1.0,69.0,200.0,-3.843356298173373,-3.6473867595818823,2.27,-2.4410714285714334,3.843356298173373,0.0,1.2000000000000002,0.5,-0.7,591
2005-03-23,Friendly,Kenya,Ghana,2,2,0,0,0.38217338217337726,-3.0277777777777715,5.871794871794876,-5.414285714285711,7.5,2.9902319902319903,2.771707400518377,-110.0,0.0,-9.0,-22.0,1.0623809523809542,2.652503052503055,-0.29200000000000004,2.3865079365079396,1.0623809523809542,-0.2,-2.4,-0.7999999999999999,1.6,-392
2005-03-25,FIFA World Cup qualification,Iran,Japan,2,1,1,1,6.138843597140344,6.804563492063487,4.1563786008230466,6.577380952380949,6.456140350877199,-1.682679041765958,-0.8547883083250953,-452.0,-1.0,-2.0,-4.0,6.026661398657005,5.7299666346937315,-0.064,0.22718253968253777,6.026661398657005,0.0,0.0,0.10000000000000009,0.10000000000000009,-119
2005-03-25,FIFA World Cup qualification,Saudi Arabia,South Korea,2,0,2,1,-3.39973289122225,-2.5975000000000037,-3.6756538348516017,-2.699757869249396,-4.51063829787234,-0.5931749101961863,0.9705195196890299,-1.0,-1.0,-7.0,-35.0,-3.3766565786391185,-3.6286833339911126,-0.245,0.10225786924939229,3.3766565786391185,-0.2,-0.5,-0.19999999999999996,0.30000000000000004,-241
2005-03-26,Friendly,Australia,Iraq,2,1,1,1,-5.020068526676447,-9.090909090909093,-6.05913978494624,-3.0210526315789537,-5.24444444444444,-1.6872246696035234,1.983023317666273,218.0,0.0,-8.0,-22.0,-5.687122895711035,-4.774878953656544,-0.262,-6.06985645933014,5.687122895711035,0.2,3.0,2.2,-0.8,243
2005-03-26,FIFA World Cup qualification,Belgium,Bosnia and Herzegovina,4,1,3,1,-1.1771390374331503,-0.5858585858585883,-1.2106060606060538,-0.9549019607843121,-1.9268292682926784,-2.1975267379679124,0.011924404565570867,217.0,14.0,27.0,57.0,-1.1710669825949567,-1.364112429894348,0.867,0.3690433749257238,1.1710669825949567,0.0,-0.8,-0.09999999999999998,0.7,547
2005-03-26,FIFA World Cup qualification,Bolivia,Argentina,1,2,-1,0,-2.2991364421416165,-2.825459317585299,-1.9821029082774118,-2.7302325581395337,-0.9119047619047649,1.4006908462867003,-3.08881218355342,-935.0,-29.0,-97.0,-313.0,-2.1497671976097252,-1.8747467427739035,-3.223,-0.0952267594457652,2.1497671976097252,-0.4,-3.7,-1.9,1.7999999999999998,-591
2005-03-26,FIFA World Cup qualification,Chile,Uruguay,1,1,0,0,1.418875816993463,0.990632911392396,2.044265593561363,1.8149509803921546,0.04444444444443718,2.6011503267973843,-1.9441822577112173,222.0,1.0,-54.0,-157.0,1.2626339493567627,1.301220339465985,-1.777,-0.8243180689997587,1.2626339493567627,-0.39999999999999997,-0.5,-0.7000000000000001,-0.19999999999999996,-374
2005-03-26,FIFA World Cup qualification,Costa Rica,Panama,2,1,1,1,3.9676724137931103,2.075000000000003,3.95192307692308,6.1298701298701275,5.979166666666671,0.5323275862068968,1.518642551070175,13.0,1.0,60.0,176.0,4.4207264574505984,5.353653291153293,1.9759999999999998,-4.054870129870125,4.4207264574505984,0.6,3.1,1.9000000000000001,-1.2000000000000002,339
2005-03-26,FIFA World Cup qualification,Croatia,Iceland,4,0,4,1,2.9790548727713286,3.9831578947368342,4.4266666666666765,1.6987087517934043,3.0227272727272663,-0.6975939068720791,1.7337265513976936,56.0,11.0,70.0,204.0,3.222063091739102,3.0493675637291155,2.3040000000000003,2.28444914294343,3.222063091739102,0.4,2.5,1.1,-1.4000000000000001,52
2005-03-26,FIFA World Cup qualification,Denmark,Kazakhstan,3,0,3,1,-2.690751445086704,-2.9638554216867448,-2.3999999999999986,-2.7517730496453936,-4.0,-1.6358381502890182,5.519618862647928,343.0,5.0,129.0,399.0,-2.9612759832837683,-3.050591016548464,4.269,-0.21208237204135116,2.9612759832837683,0.2,2.5,1.2000000000000002,-1.3,612
2005-03-26,FIFA World Cup qualification,England,Northern Ireland,4,0,4,1,0.593194464260236,1.5648275862068957,1.2105978260869605,0.7704316335519223,-3.0809523809523824,-1.6385076330432327,-0.04193603347562558,1544.0,32.0,104.0,326.0,0.21161982583072642,-0.3666409737711665,3.446,0.7943959526549733,0.21161982583072642,0.6,2.6,1.4,-1.2,513
2005-03-26,FIFA World Cup qualification,France,Switzerland,0,0,0,0,3.457972388249651,4.207818930041157,3.261078101510492,3.707817911924792,2.2005012531328276,0.5791753337370658,-0.8846170449234032,745.0,41.0,35.0,125.0,3.367037716971784,3.0564657555227037,1.175,0.5000010181163645,3.367037716971784,0.0,0.4,-0.19999999999999996,-0.6,-19
2005-03-26,FIFA World Cup qualification,Morocco,Guinea,1,0,1,1,0.8938461538461553,1.836666666666673,1.1666666666666714,2.9440993788819867,1.7399999999999949,0.12923076923076948,-0.8188014589510964,53.0,2.0,54.0,146.0,1.7162557732122963,1.9502553485162177,1.7659999999999998,-1.1074327122153136,1.7162557732122963,0.39999999999999997,1.2000000000000002,1.0,-0.20000000000000007,271
2005-03-26,FIFA World Cup qualification,Poland,Azerbaijan,8,0,8,1,-0.22933446375583344,0.25,-2.8286163522012515,0.4173913043478308,-1.5934065934065984,0.23145400593471877,2.381160291182523,330.0,7.0,92.0,274.0,-0.7967932210031705,-1.3348772137533398,3.034,-0.16739130434783078,0.7967932210031705,0.2,1.6,0.9,-0.7,587
2005-03-26,Friendly,Portugal,Canada,4,1,3,1,6.544909586326483,5.941666666666677,7.71279761904762,7.213706407137067,5.225000000000001,-0.029328709437699274,0.6699581527116534,312.0,20.0,74.0,225.0,6.52761605583557,6.71716800872823,2.445,-1.2720397404703903,6.52761605583557,0.19999999999999996,1.2999999999999998,1.2,-0.09999999999999998,152
2005-03-26,FIFA World Cup qualification,Romania,Netherlands,0,2,-2,0,0.6682074987159723,0.5053191489361666,0.46272971298780874,-0.3797169811320771,2.6587301587301653,2.700841531350008,-0.8043805948282152,-370.0,-12.0,-28.0,-130.0,0.7830539076476072,0.9139142968619657,-0.97,0.8850361300682437,0.7830539076476072,-0.39999999999999997,-1.3,-0.2999999999999998,1.0,-418
2005-03-26,FIFA World Cup qualification,Senegal,Liberia,6,1,5,1,4.302325581395351,3.75,4.36363636363636,5.1632653061224545,2.200000000000003,3.546511627906977,2.174626852450709,127.0,4.0,89.0,272.0,3.9558454502308336,3.908967223252939,2.942,-1.4132653061224545,3.9558454502308336,0.2,1.6,0.30000000000000004,-1.2999999999999998,349
2005-03-26,Friendly,Slovenia,Germany,0,1,-1,0,2.360661268556015,2.4135338345864596,1.871287128712865,1.5432900432900425,10.517241379310335,2.19736842105263,-0.2743580696149097,-1075.0,-43.0,-36.0,-123.0,3.7412027308911435,4.643939517104414,-1.203,0.8702437912964172,3.7412027308911435,-0.6,-2.3,-1.4000000000000001,0.8999999999999999,-625
2005-03-26,Friendly,Spain,China PR,3,0,3,1,2.339156035328756,2.1892857142857167,1.5983236621534473,3.7466666666666697,-3.1036414565826362,-2.0880274779195283,1.2357979989019672,989.0,80.0,48.0,167.0,1.3539581243703906,0.747116290745827,1.607,-1.557380952380953,1.3539581243703906,0.39999999999999997,1.9,1.2,-0.7000000000000001,328
2005-03-26,FIFA World Cup qualification,Wales,Austria,0,2,-2,0,-0.20722538052447703,-0.17460317460317754,-1.342135476463838,-1.0849673202614412,1.0333333333333385,0.4117916743077181,0.3788266980009407,-143.0,1.0,-9.0,-22.0,-0.35511960370391904,-0.4645898211306469,-0.29200000000000004,0.9103641456582636,0.35511960370391904,0.0,2.1,0.2999999999999998,-1.8000000000000003,331
2005-03-27,FIFA World Cup qualification,Brazil,Peru,1,0,1,1,2.1619868637110073,-0.5884955752212448,2.6233160621761584,2.5217391304347814,2.316666666666677,1.241461412151068,-0.032500316354697745,782.0,49.0,72.0,301.0,1.8070426295534758,2.4872406197592056,2.4610000000000003,-3.110234705656026,1.8070426295534758,0.2,2.3,1.5999999999999999,-0.7000000000000001,482
2005-03-27,FIFA World Cup qualification,Cameroon,Sudan,2,1,1,1,7.6511627906976685,9.857142857142861,4.918918918918919,7.771428571428572,10.57142857142857,2.0697674418604635,4.00017611174534,84.0,3.0,75.0,198.0,8.154016341923318,7.753925353925354,2.448,2.085714285714289,8.154016341923318,0.2,0.4,0.20000000000000007,-0.19999999999999996,324
2005-03-27,FIFA World Cup qualification,DR Congo,Ghana,1,1,0,0,1.0496610669024449,3.0674603174603305,0.47785547785547067,0.9804511278195491,5.833333333333329,1.1774241084585881,-0.3828807987419651,-59.0,0.0,-8.0,-7.0,2.2817522646742248,2.4305466463361163,-0.247,2.0870091896407814,2.2817522646742248,-0.4,-2.6,-1.2000000000000002,1.4,-349
2005-03-27,FIFA World Cup qualification,Ecuador,Paraguay,5,2,3,1,0.8468468468468444,3.4588744588744618,-0.7625272331154775,1.047619047619051,3.0999999999999943,0.9526047786917324,-0.5512538442210433,-32.0,1.0,1.0,2.0,1.5381626240449748,1.1283639381678559,0.032,2.4112554112554108,1.5381626240449748,0.4,-0.4,0.19999999999999996,0.5999999999999999,48
2005-03-27,FIFA World Cup qualification,Mexico,United States,2,1,1,1,0.6524715660542455,-0.5257697456492565,1.4701986754966896,0.48973976308180056,-0.15714285714285126,-0.34518810148731305,0.920377897333605,-21.0,5.0,1.0,3.0,0.3858994803681256,0.6009318604785463,0.033,-1.015509508731057,0.3858994803681256,-0.4,0.7000000000000002,0.7000000000000002,0.0,146
2005-03-30,FIFA World Cup qualification,Argentina,Colombia,1,0,1,1,2.088438243943415,1.4635545556805454,1.7119274696809157,2.236057800857978,4.935489667565143,0.5441289735331196,0.38452722555516416,373.0,23.0,23.0,104.0,2.4870935475455993,2.9611583127013454,0.7939999999999999,-0.7725032451774325,2.4870935475455993,0.39999999999999997,0.8,0.8000000000000003,0.0,545
2005-03-30,FIFA World Cup qualification,Austria,Wales,1,0,1,1,0.20722538052447703,0.17460317460317754,1.342135476463838,1.0849673202614412,-1.0333333333333385,-0.4117916743077181,-0.3788266980009407,143.0,-1.0,9.0,22.0,0.35511960370391904,0.4645898211306469,0.29200000000000004,-0.9103641456582636,0.35511960370391904,0.0,-1.4,-0.09999999999999987,1.2999999999999998,-331
2005-03-30,FIFA World Cup qualification,Croatia,Malta,3,0,3,1,7.073394495412842,7.719999999999999,8.666666666666671,4.963414634146346,5.272727272727266,0.3149847094801217,6.640906507712251,106.0,12.0,115.0,357.0,6.739240613790625,6.300936191180095,3.8069999999999995,2.7565853658536525,6.739240613790625,0.2,3.2,1.1,-2.0999999999999996,60
2005-03-30,FIFA World Cup qualification,England,Azerbaijan,2,0,2,1,-1.215775635407546,-0.7800000000000011,-3.8872282608695627,-0.3178036605657226,-3.200000000000003,-1.0803680981595107,2.6916615447549264,1623.0,32.0,108.0,329.0,-1.880161511368567,-2.4683439738117627,3.569,-0.4621963394342785,1.880161511368567,0.39999999999999997,3.9000000000000004,1.5,-2.4000000000000004,769
2005-03-30,FIFA World Cup qualification,Israel,France,1,1,0,0,3.880368098159508,5.542181069958843,4.011462882096069,2.058139534883722,-0.771929824561397,2.198364008179958,-3.1183355480223405,-966.0,-47.0,-41.0,-151.0,2.944044352107349,1.7658908641394646,-1.381,3.4840415350751215,2.944044352107349,-0.2,-1.9,0.09999999999999998,2.0,-489
2005-03-30,FIFA World Cup qualification,South Korea,Uzbekistan,2,1,1,1,-3.912121212121221,1.1375000000000028,-1.2540650406504028,-6.238095238095241,-4.400000000000006,-1.7545454545454575,-2.7523418616880218,325.0,0.0,32.0,115.0,-2.9333562981733734,-3.9640534262485496,1.075,7.375595238095244,2.9333562981733734,0.0,1.8,0.09999999999999987,-1.7000000000000002,617
2005-03-30,FIFA World Cup qualification,Kuwait,Saudi Arabia,0,0,0,0,4.911854103343465,4.460000000000001,9.596385542168676,-0.7288135593220346,6.51063829787234,2.2477203647416424,1.3163126812977568,-327.0,0.0,-27.0,-83.0,4.950012876812489,5.126070093572994,-0.8929999999999999,5.1888135593220355,4.950012876812489,0.0,-1.5,-0.20000000000000007,1.2999999999999998,-272
